id,prediction
840,0.3001156
841,0.30875784
842,6.476779
843,49.97149
844,156.26183
845,353.14154
846,477.87378
847,737.7534
848,794.7121
849,790.6289
850,734.8843
851,704.5406
852,639.58234
853,630.2336
854,632.7162
855,484.99887
856,344.97974
857,190.05579
858,98.52181
859,30.881306
860,3.0089226
861,0.44586843
862,0.17435512
863,0.2110593
864,0.14384523
865,0.22163644
866,6.886985
867,50.18296
868,173.77956
869,366.74164
870,528.8622
871,733.151
872,825.414
873,889.55145
874,825.55585
875,878.06696
876,807.85864
877,768.73956
878,639.6608
879,502.12787
880,345.23895
881,195.69492
882,96.05529
883,37.333286
884,9.665041
885,1.1805246
886,0.8742281
887,1.3735743
888,0.42543033
889,0.35986838
890,1.8828123
891,11.89415
892,30.063288
893,38.585835
894,57.25379
895,96.123245
896,180.60324
897,245.21196
898,334.90652
899,446.3342
900,590.0999
901,432.48572
902,401.22772
903,315.23895
904,210.54414
905,129.40343
906,73.415436
907,32.072727
908,1.7180195
909,0.2808916
910,0.1766105
911,0.4608982
912,1.100014
913,0.34249264
914,8.776201
915,43.04741
916,76.54619
917,188.41718
918,300.24976
919,351.28177
920,295.72604
921,353.7531
922,499.4131
923,440.8289
924,619.38965
925,532.4732
926,410.23224
927,234.76094
928,198.64157
929,121.69878
930,57.127346
931,14.921553
932,2.6108298
933,0.4897425
934,0.468152
935,0.36873668
936,0.72334605
937,0.60473096
938,3.868285
939,16.521206
940,38.984566
941,75.375275
942,174.01677
943,369.06573
944,387.0835
945,414.03473
946,386.55292
947,368.1205
948,313.94354
949,289.96384
950,210.01263
951,150.82295
952,91.07065
953,74.12572
954,55.916443
955,13.867364
956,2.1100767
957,0.7362218
958,0.25236318
959,0.08215862
960,0.28200895
961,0.35761213
962,1.1237981
963,19.62762
964,76.01898
965,210.32146
966,305.33557
967,340.73877
968,392.35165
969,387.5929
970,471.6218
971,442.03723
972,481.96228
973,501.69946
974,430.84738
975,358.33932
976,286.82263
977,166.9583
978,110.17171
979,42.077526
980,10.165024
981,1.6503451
982,0.47744253
983,0.2505529
984,0.2474954
985,1.5096545
986,14.105619
987,49.664158
988,94.02675
989,172.43521
990,251.65067
991,255.92975
992,305.9041
993,275.686
994,360.83026
995,321.10205
996,263.5996
997,169.98836
998,210.0834
999,171.65701
1000,138.8138
1001,75.43527
1002,43.395023
1003,10.589989
1004,1.1536131
1005,0.7556739
1006,0.6796128
1007,4.07231
1008,0.61215514
1009,2.151407
1010,13.516081
1011,43.397346
1012,106.722626
1013,201.80356
1014,254.5113
1015,312.34262
1016,365.15213
1017,504.31894
1018,515.13324
1019,404.68085
1020,416.4377
1021,455.6862
1022,344.7431
1023,275.6087
1024,277.03574
1025,172.85074
1026,87.99987
1027,46.936615
1028,4.366382
1029,1.4912858
1030,2.7625303
1031,3.122208
1032,2.5328417
1033,2.4355006
1034,18.323462
1035,60.316025
1036,124.68419
1037,182.6564
1038,289.41824
1039,412.6048
1040,408.32343
1041,503.74435
1042,532.2956
1043,462.217
1044,435.30023
1045,400.55585
1046,303.8159
1047,191.83578
1048,160.09105
1049,82.92166
1050,47.51349
1051,21.002691
1052,5.174802
1053,3.1701715
1054,2.85891
1055,3.3975313
1056,2.2035177
1057,2.9228528
1058,7.025481
1059,36.657536
1060,70.320114
1061,126.63762
1062,160.66922
1063,237.2286
1064,308.66083
1065,356.55508
1066,328.58127
1067,390.3584
1068,387.7702
1069,347.1374
1070,299.83527
1071,279.83597
1072,187.39082
1073,106.243835
1074,62.545803
1075,29.355194
1076,7.525865
1077,2.428743
1078,1.6790767
1079,1.8000932
1080,1.8650676
1081,12.556957
1082,15.840521
1083,46.693493
1084,83.21336
1085,137.46777
1086,223.14938
1087,289.08032
1088,447.21277
1089,425.4542
1090,414.4765
1091,477.29657
1092,420.1065
1093,341.02203
1094,330.71283
1095,267.83618
1096,240.79044
1097,151.85004
1098,69.11134
1099,24.60736
1100,4.6946216
1101,1.8872862
1102,1.0065842
1103,1.1084882
1104,1.0639141
1105,4.7385015
1106,10.052407
1107,31.237476
1108,58.679855
1109,85.45069
1110,123.1035
1111,194.55783
1112,270.3665
1113,316.60522
1114,340.07657
1115,410.3335
1116,417.64337
1117,364.09283
1118,307.0075
1119,267.32303
1120,225.29672
1121,187.27048
1122,107.163795
1123,48.759224
1124,12.292067
1125,2.5229282
1126,1.296107
1127,1.8207154
1128,1.9881699
1129,15.345865
1130,45.319084
1131,99.42467
1132,205.15524
1133,414.63528
1134,654.2452
1135,844.99963
1136,989.6289
1137,1056.4484
1138,1051.491
1139,1007.2467
1140,1009.0587
1141,894.22406
1142,745.9911
1143,618.35474
1144,431.8526
1145,262.5278
1146,143.00015
1147,64.16337
1148,12.806633
1149,1.0727426
1150,0.44835085
1151,0.5457531
1152,1.5734848
1153,5.798957
1154,39.04698
1155,118.1375
1156,200.51329
1157,309.9916
1158,458.17114
1159,615.1231
1160,857.55084
1161,864.9188
1162,703.7406
1163,404.04944
1164,266.32993
1165,254.53493
1166,325.8235
1167,298.61987
1168,235.58716
1169,149.38022
1170,77.48015
1171,42.249794
1172,13.925244
1173,2.4519467
1174,1.7956588
1175,1.3881571
1176,0.7338232
1177,2.6085746
1178,19.671513
1179,61.66613
1180,133.26405
1181,234.19778
1182,433.315
1183,581.3036
1184,781.4517
1185,802.24036
1186,846.7716
1187,942.2916
1188,954.48047
1189,848.5702
1190,736.3928
1191,603.3759
1192,444.56036
1193,269.90558
1194,157.69853
1195,72.79716
1196,19.070131
1197,2.0438673
1198,0.8618473
1199,1.0081906
1200,0.56605273
1201,4.8344507
1202,28.187164
1203,88.69763
1204,205.40698
1205,357.99298
1206,544.5266
1207,700.4284
1208,828.895
1209,942.9957
1210,956.0381
1211,961.9252
1212,900.22546
1213,843.21515
1214,722.188
1215,586.71906
1216,427.87534
1217,259.20956
1218,142.89537
1219,72.21061
1220,18.168762
1221,1.599443
1222,0.81040984
1223,0.9559227
1224,2.1727123
1225,2.4114306
1226,26.792824
1227,86.66707
1228,179.98312
1229,302.29608
1230,496.2837
1231,668.92523
1232,768.7268
1233,822.2064
1234,874.87683
1235,745.912
1236,671.18085
1237,565.8872
1238,506.85815
1239,361.61136
1240,225.94966
1241,156.51881
1242,87.44426
1243,54.70838
1244,11.598207
1245,0.6482626
1246,0.0
1247,0.0
1248,0.0
1249,5.330652
1250,13.498066
1251,30.493217
1252,97.55628
1253,139.32167
1254,219.805
1255,243.64713
1256,225.255
1257,226.05711
1258,538.34656
1259,762.0581
1260,821.3215
1261,759.2706
1262,658.12256
1263,471.962
1264,306.75452
1265,193.57002
1266,122.933685
1267,53.149437
1268,9.807631
1269,0.0
1270,0.0
1271,0.0
1272,0.47143853
1273,8.192067
1274,5.0947623
1275,19.406378
1276,29.790628
1277,43.556915
1278,93.744125
1279,179.92413
1280,239.26764
1281,303.7118
1282,310.29416
1283,379.6748
1284,434.89667
1285,550.9947
1286,516.8556
1287,463.36774
1288,332.43176
1289,230.4009
1290,113.86167
1291,42.562416
1292,6.958641
1293,1.026765
1294,0.077742375
1295,0.0
1296,0.0
1297,0.69007105
1298,22.026588
1299,76.200806
1300,181.99515
1301,321.42654
1302,572.0874
1303,763.9363
1304,865.2852
1305,874.08344
1306,924.1969
1307,880.29456
1308,768.62256
1309,685.1472
1310,562.7184
1311,387.8008
1312,250.01701
1313,190.1434
1314,84.275696
1315,30.022547
1316,10.424243
1317,0.3102924
1318,2.8536131
1319,0.0
1320,0.013637826
1321,3.608435
1322,26.941753
1323,75.872734
1324,179.79343
1325,293.90384
1326,441.81964
1327,607.8667
1328,759.661
1329,806.9717
1330,854.67786
1331,966.1129
1332,816.0117
1333,796.4418
1334,556.8165
1335,384.88403
1336,263.87073
1337,180.45322
1338,124.30892
1339,70.31967
1340,19.760859
1341,1.8988658
1342,0.2160608
1343,0.4483106
1344,0.629341
1345,2.5339441
1346,29.372227
1347,64.89964
1348,90.194885
1349,132.63313
1350,195.17474
1351,172.19196
1352,254.57541
1353,336.6372
1354,325.73666
1355,265.26294
1356,335.71625
1357,226.14978
1358,288.6542
1359,218.56444
1360,136.29697
1361,61.672752
1362,33.13211
1363,9.809896
1364,2.1442494
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,2.9303083
1370,1.2153523
1371,13.02656
1372,20.815817
1373,41.248936
1374,82.397736
1375,143.35854
1376,174.24484
1377,124.757645
1378,102.887794
1379,152.47075
1380,210.01733
1381,252.21393
1382,206.06085
1383,190.08267
1384,154.9065
1385,101.72138
1386,60.52349
1387,27.242878
1388,2.6052144
1389,0.30318925
1390,0.09333255
1391,0.82526445
1392,0.0
1393,0.32169324
1394,20.719349
1395,69.34824
1396,159.73445
1397,233.00745
1398,321.6055
1399,569.3178
1400,708.3786
1401,785.7758
1402,850.9309
1403,868.863
1404,773.0509
1405,630.256
1406,448.16827
1407,322.3945
1408,233.45488
1409,166.09845
1410,101.5321
1411,49.536747
1412,14.132785
1413,1.113154
1414,0.0
1415,0.0
1416,0.0
1417,1.0091376
1418,9.642109
1419,40.202354
1420,58.516926
1421,72.10461
1422,94.235794
1423,139.30922
1424,385.13806
1425,452.2736
1426,533.4408
1427,747.4773
1428,653.68945
1429,516.0258
1430,308.5106
1431,286.5073
1432,184.58754
1433,128.70636
1434,91.16097
1435,54.69114
1436,14.222657
1437,1.1080291
1438,0.24499135
1439,0.5149514
1440,0.20145194
1441,0.18544781
1442,0.22768113
1443,1.4140905
1444,25.728596
1445,98.6044
1446,189.21703
1447,330.3529
1448,353.459
1449,347.00073
1450,400.82086
1451,449.89484
1452,176.49872
1453,150.824
1454,254.19354
1455,234.03636
1456,218.02206
1457,132.71309
1458,40.875824
1459,8.95121
1460,0.34698194
1461,0.08993573
1462,0.2616377
1463,0.26846042
1464,0.14915659
1465,0.0
1466,0.014607037
1467,12.23009
1468,56.72487
1469,122.64791
1470,188.66739
1471,320.12115
1472,416.58707
1473,481.31375
1474,518.907
1475,545.36646
1476,563.83856
1477,482.29102
1478,423.59412
1479,387.5255
1480,245.07085
1481,130.97028
1482,59.47327
1483,24.826256
1484,3.0428472
1485,0.33082822
1486,0.35642895
1487,0.501444
1488,0.9440478
1489,0.118974656
1490,1.3235286
1491,18.464184
1492,75.1103
1493,158.71173
1494,246.00223
1495,431.50397
1496,650.3569
1497,737.8754
1498,792.7621
1499,714.6339
1500,746.4314
1501,666.9698
1502,444.5266
1503,365.8306
1504,237.72989
1505,139.56929
1506,78.53462
1507,21.793398
1508,1.9816211
1509,0.1634649
1510,0.12029417
1511,2.147028
1512,4.975846
1513,0.25451627
1514,2.2786083
1515,20.400341
1516,85.273964
1517,160.32544
1518,350.78992
1519,449.87906
1520,568.38306
1521,464.4989
1522,501.3382
1523,537.25073
1524,583.8032
1525,519.4348
1526,445.18347
1527,332.88632
1528,252.19016
1529,149.55977
1530,73.100525
1531,27.674278
1532,4.201189
1533,0.17752124
1534,0.0
1535,0.22415644
1536,0.11045928
1537,0.17935313
1538,4.9589286
1539,25.830313
1540,82.743286
1541,156.88391
1542,358.6684
1543,472.54416
1544,608.5814
1545,651.96704
1546,765.1078
1547,790.7855
1548,720.8765
1549,667.52686
1550,536.8233
1551,426.82465
1552,302.83325
1553,189.37662
1554,91.58535
1555,41.665054
1556,6.9298487
1557,0.7089491
1558,0.517254
1559,0.0
1560,0.39699036
1561,0.120927066
1562,4.0701194
1563,18.896646
1564,76.24922
1565,178.51416
1566,307.32004
1567,564.6948
1568,638.30365
1569,604.4902
1570,600.7854
1571,555.829
1572,514.6615
1573,477.02838
1574,451.09125
1575,368.3689
1576,259.5015
1577,164.85553
1578,90.22404
1579,36.33701
1580,10.164123
1581,0.5549621
1582,0.11808109
1583,0.052195825
1584,0.09442606
1585,0.13142706
1586,4.028585
1587,18.812992
1588,85.43964
1589,173.81454
1590,315.3164
1591,479.57312
1592,621.41724
1593,683.4467
1594,641.2478
1595,696.5579
1596,678.9646
1597,596.77167
1598,455.46625
1599,383.33868
1600,276.63675
1601,168.3454
1602,91.87715
1603,40.51909
1604,7.9254465
1605,0.4720314
1606,0.09040207
1607,0.19009522
1608,0.07855134
1609,0.0071270093
1610,1.3982352
1611,8.679148
1612,26.029303
1613,33.08993
1614,42.890205
1615,64.611786
1616,125.84656
1617,204.32663
1618,271.4851
1619,418.62787
1620,527.2201
1621,339.67398
1622,268.43884
1623,279.4438
1624,181.20583
1625,120.782684
1626,76.51071
1627,37.615208
1628,6.291153
1629,0.35100025
1630,0.113091424
1631,0.4569876
1632,0.7420913
1633,0.3054325
1634,5.3111477
1635,26.040474
1636,60.70967
1637,152.04485
1638,226.51535
1639,344.32233
1640,469.29077
1641,477.68225
1642,504.5619
1643,457.96243
1644,611.64545
1645,524.8226
1646,291.87244
1647,200.61992
1648,156.3764
1649,103.212776
1650,47.219955
1651,19.998384
1652,4.248885
1653,0.690453
1654,0.2521962
1655,0.23334064
1656,0.2992962
1657,0.23375173
1658,3.5431361
1659,17.301254
1660,40.27675
1661,69.86755
1662,124.87938
1663,280.25473
1664,319.34576
1665,335.27142
1666,317.45508
1667,298.75388
1668,256.54562
1669,213.93082
1670,151.07364
1671,121.52542
1672,88.879944
1673,77.36167
1674,57.55304
1675,16.723469
1676,4.9138994
1677,0.5828692
1678,0.32366455
1679,0.08491199
1680,0.17928497
1681,0.17787051
1682,1.471385
1683,19.173134
1684,50.479618
1685,129.7042
1686,220.67136
1687,304.94473
1688,361.6074
1689,337.67023
1690,440.2278
1691,390.65176
1692,449.32785
1693,463.13983
1694,418.72638
1695,334.31836
1696,246.18379
1697,174.29256
1698,110.14294
1699,50.25853
1700,17.257439
1701,1.192536
1702,0.24327627
1703,0.095693596
1704,0.57399625
1705,0.21618792
1706,11.607285
1707,33.04778
1708,79.02701
1709,108.61662
1710,151.0518
1711,136.23985
1712,160.25943
1713,159.1972
1714,196.9071
1715,231.2864
1716,170.21277
1717,106.843414
1718,134.09615
1719,131.66046
1720,115.10979
1721,63.12479
1722,38.521126
1723,14.977227
1724,4.6620436
1725,0.28408983
1726,0.15517971
1727,1.1799263
1728,0.0
1729,0.0
1730,2.860691
1731,17.77206
1732,51.05141
1733,85.26534
1734,111.788864
1735,225.19202
1736,316.11005
1737,374.39383
1738,397.22556
1739,302.59415
1740,257.67908
1741,241.8805
1742,195.4148
1743,185.22693
1744,190.12
1745,124.61701
1746,70.66669
1747,43.37554
1748,9.623846
1749,0.6682982
1750,0.04026231
1751,0.15360612
1752,0.36304212
1753,0.2163904
1754,7.476431
1755,35.58207
1756,71.25256
1757,117.77612
1758,227.04512
1759,276.39145
1760,242.76743
1761,283.84045
1762,318.65277
1763,265.19406
1764,308.3404
1765,271.32712
1766,240.32295
1767,147.96454
1768,139.4878
1769,72.718315
1770,39.750732
1771,17.143547
1772,2.770388
1773,0.30890167
1774,0.10709323
1775,0.16150138
1776,0.11759551
1777,0.64686334
1778,3.391869
1779,17.964561
1780,42.250423
1781,61.936096
1782,111.16752
1783,161.5113
1784,241.43102
1785,274.6078
1786,291.6655
1787,294.33575
1788,261.2234
1789,246.45001
1790,221.05997
1791,226.9065
1792,134.05817
1793,68.26263
1794,43.47523
1795,22.168552
1796,4.68218
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,3.7716198
1803,20.131977
1804,44.56343
1805,77.37066
1806,134.42758
1807,166.30652
1808,281.44565
1809,294.2787
1810,317.2385
1811,347.34946
1812,305.39093
1813,239.4885
1814,247.6675
