id,prediction
116,19.28609000457952
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
122,43.99606489741066
123,219.238789964347
124,671.9880668851547
125,1608.8473078149689
126,2696.49998061558
127,3562.2487148418923
128,3957.518282232473
129,3758.7445969423143
130,3747.791597075533
131,3430.3137606831388
132,3503.907644050285
133,3551.151047082768
134,3295.894537740786
135,2325.7140342006323
136,1621.9835696785715
137,977.7037742016742
138,507.8231179085855
139,210.98659220631254
140,27.673787769622002
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
146,52.30502523101278
147,246.14395116391876
148,704.3267545574117
149,1689.4697807525295
150,2741.273732837321
151,3682.6571729063835
152,4269.788282226573
153,4480.289792501499
154,4382.219169560423
155,4325.382745646524
156,3913.1861792982522
157,3821.0905696097334
158,3227.649205576092
159,2370.0752318240666
160,1650.135407499512
161,908.0918433635301
162,459.4626250868481
163,172.67975352497888
164,12.91868503202394
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
170,16.531613822835684
171,82.87798552070092
172,157.3704202751614
173,240.0542460306138
174,327.35554593335667
175,461.6847488525166
176,572.602658980817
177,787.8835773903569
178,914.592571122457
179,1410.2130652953524
180,1853.2044108149043
181,1672.9464259442282
182,1978.319630518045
183,1700.4387041076584
184,1001.559935408098
185,549.9489212327115
186,302.54689389552146
187,166.14549519040045
188,31.240400490335844
0,0.0
0,0.0
0,0.0
192,2.649852737417779
0,0.0
194,46.895633076031075
195,186.84826597379637
196,365.3103841247199
197,750.0983043623802
198,1413.3216671628704
199,2003.0521356635652
200,1662.0281538295883
201,2098.673536844333
202,2649.8194874021783
203,2051.7683242859157
204,2499.197043911804
205,2640.1911310686205
206,2185.306314539925
207,1249.9617485423182
208,749.0732845566282
209,431.89477863800175
210,218.0622634632668
211,67.25282850066694
212,9.588374588912533
213,2.362769856144288
0,0.0
0,0.0
0,0.0
0,0.0
218,47.58749442900215
219,123.57445716037296
220,208.46889286635937
221,345.7688669386944
222,646.1721799433385
223,1202.8205246170173
224,1642.7722716284939
225,1486.765986151699
226,1362.0505025579293
227,1245.532139443663
228,1078.5400334356414
229,896.6851477421504
230,777.8475743939209
231,624.8568920902924
232,435.20880985943484
233,316.2779247058492
234,230.3272627449137
235,77.08879042357667
236,12.500964985762412
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
242,31.829350930158924
243,110.90702513177794
244,309.7061822868329
245,728.1924536761669
246,1405.4760808623225
247,1695.7730164591012
248,1527.63440434587
249,1288.5386736359867
250,1572.6603143719012
251,1554.3660030085634
252,1856.914025280506
253,2034.4006493272282
254,2120.6814009416375
255,2101.3078906978835
256,1508.8281319296104
257,931.2400117067202
258,499.1558678199667
259,249.46420082660896
260,59.629946503898175
0,0.0
0,0.0
0,0.0
0,0.0
265,4.947910640264714
266,87.86627899269824
267,205.84927849778953
268,371.7876533153556
269,613.2924395776661
270,887.2282005855432
271,1060.524739541896
272,1318.0030737036554
273,1295.5420580694695
274,1594.837170347251
275,1342.800966938569
276,1225.71775677568
277,1140.0175810497105
278,1052.5482782125366
279,929.7434017361129
280,672.2149182943309
281,341.61565435444186
282,203.80350404024443
283,86.8066115587353
284,3.1730321470901495
0,0.0
0,0.0
287,3.8242975384955975
0,0.0
0,0.0
290,64.52071846804505
291,208.25916994952075
292,382.163235799326
293,815.3471682900217
294,1079.667287890438
295,1262.2524607024425
296,1583.3650761865529
297,2011.6120737658953
298,2213.271737160463
299,1786.6208455086744
300,1592.0233261175656
301,1545.576306239777
302,1552.948306693118
303,1337.3231287625504
304,1128.2791087222222
305,650.0797957820558
306,369.5130495761956
307,178.25989355811984
308,40.490914147813065
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
314,71.90769783018872
315,251.83273807390236
316,441.2996820881268
317,768.8302013180318
318,1202.1053339247962
319,1888.917208935593
320,2057.6104686976278
321,2429.6719642168914
322,2263.8497839125175
323,2248.760865141327
324,1768.5968295920234
325,1412.701472853459
326,1065.9984378238566
327,816.37704553392
328,601.7263978876529
329,327.67271019430785
330,158.856780026671
331,73.44344301957241
332,12.446999295908007
0,0.0
0,0.0
0,0.0
0,0.0
337,2.050993428810115
338,31.395730700142664
339,103.23401356383371
340,259.3149180773583
341,475.9985586402353
342,662.9022644870021
343,847.6179764656863
344,1058.0502666338957
345,1190.784098808575
346,1243.3106653869802
347,1312.0628883220445
348,1227.2648042848002
349,1180.5921470294677
350,1106.1683976943707
351,939.8171269782313
352,675.7384662410889
353,370.9290900407953
354,242.47092924149572
355,119.85989857715572
356,28.24643572211984
0,0.0
0,0.0
0,0.0
0,0.0
361,4.874530988319574
362,58.97557957720011
363,195.13041718829652
364,316.39795983143887
365,515.7175516597122
366,754.4571466248818
367,961.128405928875
368,1387.2415447390981
369,1494.023689949081
370,1530.3521257435027
371,1904.5798969521397
372,1736.217897936702
373,1410.4897973988539
374,1202.5089779531072
375,983.8603533288606
376,906.0592572043537
377,581.1043218336554
378,279.50590359662453
379,100.79813429449007
380,5.342301138456833
0,0.0
0,0.0
0,0.0
0,0.0
385,2.3021445586851312
386,54.56089382368895
387,148.85712516891306
388,304.3535762526403
389,467.59173245267596
390,545.6061054182712
391,719.4326985887922
392,897.5097916846216
393,1062.2325581486145
394,1188.9271506445823
395,1297.5040194548471
396,1369.0064346299635
397,1230.2369846401787
398,1121.4552518693463
399,915.3662501842784
400,835.9286117030437
401,771.1925584072845
402,495.83220590902175
403,258.440878352327
404,92.7090864374427
0,0.0
0,0.0
0,0.0
0,0.0
409,24.57778631262622
410,177.3324949127528
411,433.25100782232494
412,1003.7092034440052
413,2105.8275702114624
414,3280.057827247425
415,4130.313888861616
416,4720.495912532123
417,5020.319914465071
418,4968.044387606922
419,4865.248100677605
420,4745.9562683019685
421,4301.607760556775
422,3708.02349620633
423,3040.0097940128367
424,2152.995216187337
425,1333.953279426195
426,648.1713629693126
427,397.09575902478997
428,163.05889571983766
0,0.0
0,0.0
0,0.0
0,0.0
433,24.76585911450342
434,180.6391280920797
435,429.3884057064105
436,902.5071379832361
437,1497.3720540144473
438,2326.9006638465517
439,3267.3796796180022
440,4104.4071051354895
441,4376.865394569663
442,3627.5667560517904
443,2180.0815126328553
444,1327.454093805268
445,933.9430334868
446,1046.5792209232925
447,1222.0881203409658
448,968.7758174385875
449,604.3739532259506
450,285.0774112895814
451,198.26047030473234
452,96.18709164805055
0,0.0
0,0.0
0,0.0
0,0.0
457,13.035962145587913
458,90.67723505642223
459,218.4714563564104
460,446.4487477425737
461,1163.7091272610228
462,2204.594578994118
463,3186.803249299587
464,3835.9194624351812
465,4346.487071655962
466,4454.474250720498
467,4622.924955351262
468,4518.031734044775
469,4181.310686714305
470,3668.748265604423
471,2994.8743414392684
472,2119.3752688357217
473,1343.7904190573388
474,677.0247700970085
475,375.7441845986258
476,160.1350299532798
477,6.6143031007384145
0,0.0
0,0.0
0,0.0
481,14.07750982386101
482,141.95437192685483
483,339.48070463568706
484,809.6458340905216
485,1765.7620090685932
486,2750.6235899334397
487,3632.4096816688652
488,4360.434696403754
489,4809.880114939033
490,4926.462819561375
491,4884.61015312454
492,4586.081008173494
493,4209.29947410454
494,3666.4578961515363
495,3015.17947333826
496,2186.3955275121625
497,1402.0212238898775
498,713.9521087820247
499,415.74070652468123
500,169.77024100313395
501,3.5801023968629218
0,0.0
0,0.0
0,0.0
0,0.0
506,153.16708987315513
507,377.49727251620067
508,832.9749610588451
509,1711.5227031926383
510,2583.719545069812
511,3754.104896220731
512,4403.507963400798
513,4672.340653762489
514,4596.930821987749
515,3773.079058153752
516,3660.091794567113
517,3362.283536211301
518,2433.396868122494
519,1983.959280280996
520,1446.5192019699596
521,828.3332200936563
522,449.1193570622704
523,262.85344669309814
524,90.23510969612394
525,3.6477609022117905
526,2.3551606048426725
0,0.0
0,0.0
529,2.079699402894358
530,51.84261714456954
531,111.04948204520176
532,305.0831022124644
533,518.2046339138521
534,808.1097570447791
535,988.6212107740623
536,998.536471985244
537,937.0420211425554
538,1689.4085462810617
539,3376.521140116486
540,3915.2626884263136
541,3753.8638576410176
542,3321.9272678645025
543,2653.5797549118806
544,1824.6870946049619
545,1142.4461017361486
546,547.0509982802794
547,329.3317969900816
548,114.51926035805926
0,0.0
0,0.0
0,0.0
0,0.0
553,7.999323960258714
554,38.111256060583365
555,100.66917511950017
556,127.8862090228248
557,195.16306813534516
558,352.6804333034247
559,718.9354972414947
560,1030.2550632127413
561,1113.0137397735648
562,1042.7620458992933
563,1008.0640762576522
564,1145.8969239085754
565,2080.6065444173382
566,2341.0028235660193
567,2073.046361312718
568,1425.2154300510306
569,825.8562918787991
570,414.42021659889997
571,176.69756242735906
572,58.206460362799376
573,3.2586016693231596
574,4.1521706668412905
0,0.0
0,0.0
577,33.610584611791026
578,160.239868430519
579,356.0588763740857
580,822.8384408918573
581,1787.175736150919
582,2904.8824774343852
583,3766.9651082014025
584,4225.106332160279
585,4418.368398852557
586,4501.79426671671
587,4304.52778398803
588,3810.5332175752337
589,2998.0561661117827
590,2292.592918911472
591,1909.4225179269026
592,1499.1405064486703
593,944.4973815249183
594,420.37332626798286
595,249.10874587548125
596,93.064954056288
0,0.0
0,0.0
0,0.0
0,0.0
601,8.563101492571542
602,134.68909125183475
603,347.75271644353154
604,798.8762179365087
605,1700.4689471927334
606,2582.8880396545933
607,3628.9552961948975
608,4358.863562769184
609,4584.4937016935155
610,4643.874174118913
611,4680.8284993347625
612,4431.21906792679
613,3972.349737201493
614,2928.79168351207
615,2049.592198844819
616,1403.051036645456
617,858.1366419807571
618,531.4767934023843
619,296.49002091561476
620,104.25248417686991
621,3.3897881863209265
0,0.0
0,0.0
0,0.0
625,13.514232599506787
626,117.94217361157718
627,245.0167384768052
628,422.17147589362196
629,517.5676979437447
630,632.317407132584
631,707.178076633795
632,905.1094659847613
633,1331.329616164895
634,1087.8609191980877
635,899.021982724378
636,1080.881719235203
637,803.3073650189917
638,789.92698434534
639,622.8521522340627
640,426.17376197989773
641,269.5825110362154
642,170.52168242874183
643,61.63882301772418
644,18.607420732297797
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
650,23.63360665386751
651,66.52651340026338
652,128.8715990028805
653,200.25877151661038
654,311.01450801165
655,524.6746078093965
656,496.78097579907603
657,526.2519803280409
658,533.8804244934981
659,512.4757987486101
660,691.4105007710534
661,751.9146701938408
662,702.813080437071
663,609.4623233970087
664,525.2258032527159
665,367.446442046076
666,220.0268075204143
667,111.47578933928965
668,43.67152171179793
669,3.452414640363205
0,0.0
0,0.0
0,0.0
673,9.233088390002598
674,100.0125623719909
675,266.63811005103685
676,559.2498244033102
677,1248.4990222283745
678,2123.420942442815
679,2827.6058842222305
680,3586.2129884482697
681,3868.0110728443574
682,3849.597216430361
683,3592.304757046809
684,3383.6664645527726
685,2773.264035212388
686,2099.947965528499
687,1634.2113358565782
688,1192.3855815685386
689,699.5464567782733
690,414.83604070892255
691,282.5386429781756
692,117.64646750925482
693,3.174681400267256
0,0.0
0,0.0
0,0.0
0,0.0
698,55.665328384388026
699,170.4613143883561
700,212.90063487909075
701,262.1138497182235
702,280.0880835307837
703,608.4224382167129
704,1516.4348179153922
705,2059.516968167613
706,2633.8043716495986
707,3172.7128207727565
708,2814.734406823476
709,1909.6521836658533
710,1225.5906102040367
711,878.2882340471466
712,723.3313778433163
713,525.9781412297455
714,358.2609049424653
715,203.1926776024418
716,79.56702027764601
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
723,4.594194371208205
724,47.81007471847341
725,177.68741952728885
726,365.2125902554105
727,427.75394706400857
728,458.46676690046877
729,430.8912647072321
730,501.24869618003186
731,509.76665986312935
732,474.006475957372
733,479.4592089151108
734,415.68012448757486
735,318.9670531148497
736,208.82928688038757
737,112.71712677945882
738,41.39279522129217
739,3.9064131849535504
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
746,2.328670723690949
747,23.84931750595156
748,92.90450154063087
749,202.62558620361926
750,365.97988974549264
751,528.0984512435232
752,643.8734968549971
753,702.3854380143237
754,715.8113353125938
755,718.7614787839188
756,690.733360606735
757,654.2829816626779
758,542.6331765224852
759,414.13046683616994
760,266.48748667643855
761,135.92829179471312
762,67.21189517306296
763,17.58886283599868
764,5.865162896331957
765,3.4699646805336
766,2.8287955373881624
0,0.0
0,0.0
0,0.0
0,0.0
771,23.629422378519333
772,126.35079832318736
773,277.2571060286871
774,472.50316484543464
775,662.4412501420147
776,807.654048873198
777,910.3750626761564
778,943.2157585024722
779,841.0002393582353
780,858.4026295040824
781,732.1721874620767
782,557.246038550997
783,416.5064949830832
784,270.91347321698197
785,150.50834829794059
786,72.62738211386878
787,18.348730601369933
788,2.5146604947477087
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
794,4.209103595548982
795,36.06860725840303
796,117.95741159999518
797,267.5554475090187
798,451.26293234395973
799,624.6373113717189
800,638.2782783309145
801,634.3147462924835
802,694.6038383825519
803,686.9423593530878
804,674.4763918352318
805,649.6726272663832
806,635.4858601638955
807,471.8161930160703
808,315.78073247593113
809,149.40286632342526
810,70.41687100943459
811,20.925225373663654
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
819,34.65824726355865
820,134.77885952366523
821,267.5771575768257
822,431.5670090040693
823,616.4997767986082
824,759.3547172207032
825,847.4946389746565
826,972.6539021312111
827,981.8016789405317
828,919.1127899788312
829,819.0270969936066
830,670.9479213541074
831,498.9466345818443
832,348.59396766725513
833,199.90844748737163
834,100.82925862799377
835,30.989761308364617
836,2.7585980393315097
0,0.0
838,3.2908249680601784
0,0.0
0,0.0
0,0.0
0,0.0
843,35.65811020120289
844,125.91650651849861
845,294.51293013491124
846,464.7041270392831
847,618.6497098137502
848,738.1387919503591
849,762.973043721956
850,768.0094883418842
851,723.3107225650099
852,689.4755384471572
853,685.7796752429803
854,633.6400148043347
855,490.4214785678672
856,345.6137790788505
857,203.17839642161613
858,102.67781095714334
859,34.02959006640039
860,6.420350755332743
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
867,48.576709359206035
868,145.94259116949777
869,330.65235844191415
870,527.323821193052
871,701.405463642921
872,822.634769516171
873,858.8425606921808
874,844.8377330178439
875,839.6141726536773
876,782.7315272999688
877,747.513653502264
878,631.6924696565166
879,478.72173238171854
880,335.1446660759972
881,198.28090118900695
882,99.48342406802868
883,37.44501459037162
884,6.748991028511384
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
890,3.454028783667354
891,14.759891007768614
892,24.561893169429958
893,53.23182391634893
894,82.0172161247641
895,131.70402563338638
896,171.0726402969114
897,220.62748755389856
898,255.9262185578291
899,342.62478224547704
900,421.4705153797428
901,387.28485055721757
902,434.1695162466725
903,354.5218465256153
904,229.55564552663452
905,130.69443075868756
906,79.00589273186444
907,30.339656674862653
908,4.306159793425524
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
914,5.659226599108636
915,38.93159658199823
916,83.2769458364213
917,178.65011837603515
918,300.0963148692631
919,407.1152202186938
920,288.1276018845027
921,365.95932663330564
922,466.51659152294866
923,383.8680696032758
924,472.45062335650806
925,497.44658794987794
926,431.05907734655113
927,236.74089539454238
928,168.591138187575
929,118.52598402705107
930,61.574918961388086
931,19.848496899675474
932,4.36396914793162
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
939,16.54810130667578
940,26.663420140420307
941,62.03069022943845
942,140.96364159333788
943,301.1680090104147
944,428.84856190507617
945,408.52195905966255
946,385.46866859088755
947,354.4591220716337
948,269.38921039299964
949,205.37963029217053
950,188.47890051564428
951,162.46962967695163
952,110.21651150259842
953,79.19333750398368
954,53.258816198301204
955,25.274008126801917
956,3.2296618501154835
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
962,4.644405897807645
963,22.913360952526027
964,78.0990149275406
965,175.57141893260786
966,294.8049334205599
967,349.0913232573198
968,320.5670914084709
969,279.63147133810173
970,336.7141877035351
971,350.2187563501625
972,376.75124591327494
973,379.1842154614859
974,400.53093706265355
975,380.8762292859834
976,279.9530491409329
977,180.95219082065103
978,110.4558564742284
979,49.46670713290445
980,12.177827220873738
981,2.2290777427407695
0,0.0
0,0.0
0,0.0
985,3.8603395083682455
986,15.303094011195874
987,45.192673348026815
988,105.85610986067816
989,166.1843739998978
990,245.57235668350603
991,264.9943347014435
992,325.24207486920034
993,336.9626822686634
994,456.9290953511143
995,398.82523150717236
996,310.2881027280258
997,266.485100449632
998,222.36017215973612
999,171.57418539210954
1000,116.01609574464064
1001,80.51257165201113
1002,56.46957028401423
1003,14.683535863161646
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1009,2.561476964009909
1010,8.70727750172291
1011,45.4705696900033
1012,112.47546392707349
1013,208.47762299974866
1014,256.52661404483
1015,310.03365741060367
1016,396.60945775059133
1017,445.25771996631124
1018,443.9167664701093
1019,411.61744036432964
1020,392.0655407589769
1021,359.6533718517826
1022,355.60660301945643
1023,287.1048019265276
1024,247.43982973634954
1025,149.88261964638642
1026,88.28295966821707
1027,43.428042297519845
1028,11.519706186497697
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1034,14.41345905458655
1035,53.46363573310382
1036,113.54591395075812
1037,194.48022926506695
1038,294.8500958098859
1039,431.38048425622594
1040,458.29391191716286
1041,548.4828757550747
1042,588.9494788500826
1043,581.0870895761414
1044,496.5112695106575
1045,351.75235778220946
1046,256.08604016283897
1047,223.42336971984565
1048,167.42204271677394
1049,92.71359307747971
1050,38.88634683498021
1051,15.01148042690955
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1058,6.5760588530148905
1059,23.003926789483515
1060,74.18348003034542
1061,127.18678265923535
1062,178.04141477169708
1063,232.66809581073903
1064,290.8609192357229
1065,326.8263658327346
1066,337.80925712314894
1067,352.6612684222839
1068,325.484501070168
1069,284.79029035317916
1070,277.45697367498167
1071,230.29073154347165
1072,174.67086503257838
1073,126.91167670942234
1074,75.37001581452117
1075,34.660069082585636
1076,12.146746742174
0,0.0
0,0.0
0,0.0
0,0.0
1081,5.266040630473373
1082,12.167547732687641
1083,50.29771916363534
1084,89.86327522717123
1085,139.43016902932715
1086,215.7643454519232
1087,304.56524162212247
1088,423.7170499378133
1089,469.5437101200678
1090,491.06771463616406
1091,580.3644492696272
1092,512.9558234484796
1093,389.0480349851191
1094,294.2127589471876
1095,234.49231412781262
1096,224.37566889751258
1097,160.73212950122968
1098,85.6435810903292
1099,24.554153154069546
1100,2.3093381406868714
0,0.0
0,0.0
0,0.0
0,0.0
1105,4.170090801188459
1106,9.631820844734804
1107,29.95079528101541
1108,65.70365239446579
1109,115.85902021657262
1110,158.13790401886808
1111,215.9244467897243
1112,266.6710320904664
1113,300.5012757033194
1114,346.36848834127704
1115,365.03641704126414
1116,371.7862636337946
1117,299.16631741771425
1118,249.03957216868122
1119,223.25649850207083
1120,220.44868218574197
1121,177.73990130455235
1122,112.42475643304233
1123,53.06423766298067
1124,13.86129063685399
1125,2.733073183334049
0,0.0
0,0.0
0,0.0
1129,4.512450330056048
1130,31.99677497931222
1131,94.78311973008464
1132,213.37049533197165
1133,421.5138844095243
1134,607.6110225608211
1135,787.9945795841129
1136,920.6149280222887
1137,993.6017814878132
1138,1011.0823076459452
1139,999.0921494936779
1140,954.5206270110848
1141,855.3279495630215
1142,695.7358497171996
1143,540.523565156021
1144,397.80059595846814
1145,249.86931680245195
1146,131.13413902849405
1147,63.390895681231726
1148,16.574049987960294
0,0.0
0,0.0
0,0.0
1152,2.42966353748672
1153,4.512247258361543
1154,40.01602997871825
1155,106.73682950417235
1156,206.27337292247873
1157,342.03339898870064
1158,498.73586728619165
1159,640.5011907426253
1160,787.8288516887318
1161,839.7177426199048
1162,723.9272245161937
1163,538.5210904948144
1164,351.80705616884745
1165,253.05122985396324
1166,310.5837776981293
1167,349.492898861292
1168,254.13303824201697
1169,168.26093977343112
1170,93.48962401300062
1171,53.54005972297351
1172,15.574372057864561
1173,2.2336382579777867
1174,2.0385930293406704
0,0.0
0,0.0
1177,2.4162502120393134
1178,15.408186700520766
1179,52.00576092400958
1180,125.1638292673679
1181,280.8371793915071
1182,443.42243896530954
1183,606.1697744358227
1184,763.2523710094102
1185,874.738724437643
1186,878.5898454294307
1187,939.6738337161332
1188,913.469441893115
1189,836.1823377506258
1190,681.7423500624923
1191,535.7003782639855
1192,385.7920722577588
1193,250.84596171660377
1194,141.22608197823587
1195,66.46897317476683
1196,20.908020965892554
1197,3.778454705773819
1198,2.3341411918251334
0,0.0
0,0.0
0,0.0
1202,21.232510378461516
1203,80.98372060224325
1204,187.01203983801142
1205,349.5811538571465
1206,501.0327767665459
1207,668.1676767038573
1208,799.8178907225101
1209,909.9299475450891
1210,941.4865454959945
1211,936.7521176285909
1212,876.6311542709598
1213,810.5943660819178
1214,694.2938042544256
1215,554.1757206976663
1216,403.5932186630454
1217,258.6779409438841
1218,139.86981448140045
1219,66.34370907411103
1220,18.556920187713864
1221,2.0645956330313426
0,0.0
0,0.0
0,0.0
1225,5.017699570795724
1226,22.720179107787303
1227,88.4761081855976
1228,184.07295116733468
1229,309.6379820640472
1230,420.6648877529335
1231,663.2885148884404
1232,783.6210126777491
1233,841.0369694251826
1234,853.7164988426828
1235,717.9079253977641
1236,680.5903275088276
1237,643.2735361482133
1238,504.2449945334794
1239,405.44459229307495
1240,304.6723584511908
1241,188.20449379685488
1242,97.28487720054855
1243,51.484393174595304
1244,12.254246849588135
1245,2.1288149199096553
0,0.0
0,0.0
0,0.0
1249,2.943982325929267
1250,4.090365796169607
1251,24.44310862603667
1252,79.42815321960266
1253,158.96284474407088
1254,232.69950518255882
1255,245.94479197569126
1256,228.96492103249943
1257,196.3358172437064
1258,408.1808614080618
1259,680.5063914609352
1260,782.1102656552437
1261,753.6480051190167
1262,654.0352319865092
1263,472.70649088599725
1264,311.23227724427284
1265,196.13621873194296
1266,102.51008473529316
1267,52.191269035101556
1268,13.687295909959703
1269,2.8215889159469
0,0.0
0,0.0
0,0.0
1273,8.651108454164588
1274,12.34888409979197
1275,19.294473582026367
1276,20.13489370914052
1277,40.83524651181206
1278,96.27365838367632
1279,207.9269248391597
1280,276.5999851794804
1281,307.7517498514329
1282,327.239531054891
1283,303.9489939798292
1284,346.3797357993004
1285,478.4712183100361
1286,488.0076524441922
1287,370.725719976513
1288,257.0006078161442
1289,183.33840985406044
1290,96.12000197269629
1291,43.02701717428678
1292,9.849472303407918
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1298,24.741171759155698
1299,71.63740822313149
1300,167.3623819365854
1301,327.81816638234545
1302,513.3924341821576
1303,673.0876437496063
1304,754.7057036692106
1305,823.8782944766987
1306,832.9038653236821
1307,785.8499408248106
1308,702.8872493903455
1309,649.9130892927319
1310,494.7037853582885
1311,376.8479494288887
1312,277.4248326154754
1313,175.96799640625989
1314,69.45616003483823
1315,32.13499106660001
1316,8.664865982837075
0,0.0
0,0.0
0,0.0
0,0.0
1321,2.5963378640854113
1322,24.10997568451397
1323,74.74195660706775
1324,158.9359902229047
1325,297.4131429238678
1326,456.7945474458064
1327,638.6945586100749
1328,773.8269077924333
1329,837.7225069821661
1330,908.484785942675
1331,887.3737556002952
1332,837.9501797353325
1333,761.9484060590743
1334,588.5256401218791
1335,423.14628544480684
1336,289.121092977509
1337,183.90345316428773
1338,126.60133391270382
1339,70.74937810065084
1340,24.134471768090638
0,0.0
0,0.0
0,0.0
1344,5.399609269940008
1345,7.364384370687989
1346,26.39577257885359
1347,53.566823362103605
1348,118.36698005483748
1349,147.11485382888168
1350,203.1298338130361
1351,190.62511041448477
1352,254.118851636051
1353,340.1273886235992
1354,312.38617023907295
1355,292.3751997591868
1356,344.175747146474
1357,279.3539182525284
1358,264.21720104487923
1359,179.77832030631004
1360,92.93561410711168
1361,75.17735239140809
1362,39.78695126489038
1363,11.151453678680461
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1370,6.451419678208393
1371,13.48052464672449
1372,26.241967302730643
1373,52.6405898461538
1374,101.50446247173942
1375,156.2042837503971
1376,155.61007974664864
1377,172.1950838039288
1378,188.5475017508024
1379,172.99589919643643
1380,215.4580788732539
1381,241.89319198628914
1382,213.2786626867
1383,196.46961293152543
1384,161.76041347120582
1385,121.22534684730621
1386,69.42468843683162
1387,36.292212951279296
1388,12.814926434389328
1389,2.3412558332783084
0,0.0
0,0.0
0,0.0
0,0.0
1394,22.551157799760194
1395,61.41269057781319
1396,116.10373432223446
1397,232.49765337800318
1398,362.0058736809756
1399,517.683445676311
1400,671.8389156093644
1401,722.6442502829982
1402,768.650905574534
1403,751.2041612480255
1404,708.1584541422892
1405,591.1292347846191
1406,426.82951269182234
1407,292.7069581888819
1408,193.30769748795325
1409,133.31903751719227
1410,79.44404174074646
1411,48.925791891284554
1412,9.145869156965821
0,0.0
0,0.0
0,0.0
0,0.0
0,0.0
1418,8.937832464994276
1419,41.54343515610111
1420,54.38163646319954
1421,71.93480585227199
1422,65.48577176954427
1423,120.31349254430191
1424,342.7998618223439
1425,462.0544713536381
1426,535.4353651788633
1427,654.358399674861
1428,559.7411607051115
1429,422.5304898586713
1430,324.87585911396144
1431,260.2564391087077
1432,216.61506552593426
1433,148.75106123125266
1434,92.50679444582056
1435,52.593080411348666
1436,12.90930266777501
0,0.0
0,0.0
1439,4.382395848118548
0,0.0
0,0.0
0,0.0
0,0.0
1444,10.962099964714744
1445,57.0339842436052
1446,142.40496953120163
1447,224.68977060388278
1448,274.872266532573
1449,294.52833948609157
1450,336.69863815804706
