iter	Passed	Remaining
342	42025	693108
343	42149	693017
344	42264	692766
345	42376	692477
346	42499	692359
347	42629	692356
348	42753	692257
349	42878	692178
350	42995	691968
351	43121	691900
352	43244	691794
353	43370	691720
354	43489	691550
355	43608	691371
356	43731	691250
357	43855	691146
358	43977	691029
359	44102	690935
360	44218	690714
361	44343	690628
362	44458	690387
363	44584	690324
364	44707	690217
365	44831	690105
366	44958	690060
367	45086	690014
368	45207	689868
369	45323	689651
370	45452	689624
371	45575	689510
372	45697	689386
373	45811	689135
374	45935	689030
375	46061	688958
376	46185	688869
377	46311	688788
378	46436	688703
379	46558	688582
380	46684	688501
381	46809	688414
382	46935	688346
383	47057	688223
384	47185	688178
385	47307	688047
386	47432	687960
387	47546	687702
388	47661	687480
389	47783	687344
390	47907	687251
391	48024	687047
392	48153	687016
393	48271	686825
394	48396	686739
395	48514	686553
396	48638	686453
397	48753	686230
398	48879	686155
399	49005	686080
400	49131	686009
401	49255	685903
402	49374	685734
403	49491	685534
404	49608	685326
405	49741	685357
406	49866	685260
407	49992	685190
408	50110	685001
409	50236	684938
410	50359	684814
411	50485	684738
412	50618	684762
413	50738	684607
414	50855	684404
415	50980	684316
416	51108	684262
417	51229	684120
418	51353	684014
419	51475	683890
420	51597	683764
421	51718	683609
422	51844	683534
423	51966	683410
424	52082	683202
425	52210	683145
426	52343	683159
427	52466	683042
428	52587	682908
429	52711	682794
430	52833	682663
431	52955	682540
432	53079	682438
433	53206	682364
434	53338	682366
435	53464	682279
436	53590	682204
437	53716	682129
438	53842	682040
439	53968	681967
440	54091	681848
441	54222	681824
442	54347	681732
443	54471	681624
444	54604	681631
445	54734	681599
446	54858	681496
447	54984	681409
448	55108	681310
449	55237	681257
450	55369	681252
451	55492	681136
452	55614	681006
453	55743	680950
454	55866	680830
455	55996	680803
456	56118	680668
457	56242	680555
458	56373	680529
459	56492	680360
460	56617	680266
461	56748	680244
462	56876	680185
463	57007	680157
464	57127	680001
465	57248	679857
466	57374	679776
467	57506	679754
468	57633	679676
469	57758	679581
470	57885	679513
471	58012	679437
472	58137	679331
473	58266	679285
474	58396	679249
475	58520	679138
476	58649	679077
477	58777	679011
478	58901	678900
479	59029	678834
480	59154	678733
481	59280	678649
482	59406	678563
483	59528	678431
484	59655	678352
485	59774	678177
486	59901	678106
487	60027	678010
488	60154	677932
489	60281	677858
490	60406	677757
491	60536	677710
492	60654	677538
493	60783	677481
494	60908	677380
495	61028	677215
496	61156	677154
497	61286	677103
498	61416	677061
499	61533	676866
500	61664	676832
501	61791	676752
502	61918	676673
503	62041	676545
504	62164	676424
505	62284	676261
506	62416	676237
507	62541	676142
508	62666	676031
509	62790	675920
510	62923	675900
511	63050	675820
512	63177	675745
513	63307	675688
514	63435	675618
515	63568	675601
516	63703	675598
517	63818	675396
518	63948	675336
519	64071	675214
520	64188	675026
521	64320	674994
522	64450	674947
523	64579	674875
524	64699	674724
525	64827	674645
526	64948	674503
527	65076	674429
528	65206	674377
529	65332	674284
530	65453	674135
531	65578	674029
532	65693	673816
533	65820	673739
534	65936	673534
535	66063	673449
536	66191	673374
537	66309	673197
538	66436	673115
539	66553	672926
540	66669	672730
541	66800	672684
542	66931	672647
543	67049	672464
544	67172	672345
545	67302	672289
546	67422	672130
547	67540	671957
548	67666	671856
549	67794	671777
550	67924	671722
551	68053	671659
552	68169	671466
553	68296	671381
554	68422	671282
555	68549	671192
556	68566	670032
557	68697	669985
558	68825	669913
559	68942	669727
560	69065	669600
561	69195	669543
562	69322	669462
563	69449	669377
564	69578	669308
565	69707	669240
566	69837	669180
567	69961	669069
568	70077	668873
569	70208	668832
570	70334	668736
571	70460	668632
572	70589	668562
573	70706	668381
574	70825	668226
575	70949	668107
576	71078	668040
577	71199	667894
578	71331	667855
579	71460	667789
580	71583	667663
581	71709	667561
582	71837	667487
583	71966	667419
584	72093	667326
585	72209	667135
586	72336	667052
587	72458	666918
588	72586	666831
589	72714	666751
590	72842	666671
591	72966	666555
592	73093	666472
593	73219	666372
594	73348	666302
595	73476	666220
596	73607	666165
597	73736	666097
598	73900	666340
599	74027	666250
600	74146	666081
601	74266	665927
602	74395	665857
603	74515	665703
604	74646	665652
605	74780	665620
606	74908	665540
607	75043	665513
608	75172	665446
609	75303	665383
610	75432	665311
611	75552	665157
612	75681	665081
613	75814	665040
614	75946	664991
615	76073	664900
616	76205	664854
617	76330	664745
618	76447	664562
619	76577	664491
620	76706	664417
621	76826	664267
622	76958	664213
623	77076	664046
624	77207	663983
625	77333	663880
626	77459	663778
627	77578	663618
628	77704	663517
629	77823	663353
630	77948	663242
631	78075	663144
632	78194	662981
633	78317	662859
634	78442	662747
635	78569	662653
636	78697	662563
637	78825	662481
638	78950	662372
639	79069	662208
640	79199	662138
641	79327	662049
642	79447	661897
643	79573	661796
644	79699	661693
645	79824	661578
646	79945	661435
647	80069	661314
648	80186	661140
649	80326	661149
650	80451	661037
651	80580	660957
652	80701	660813
653	80827	660710
654	80958	660645
655	81088	660576
656	81221	660529
657	81353	660470
658	81471	660302
659	81591	660145
660	81716	660034
661	81835	659876
662	81958	659746
663	81974	658761
664	82095	658618
665	82220	658502
666	82236	657523
667	82360	657404
668	82488	657320
669	82608	657165
670	82734	657070
671	82859	656958
672	82979	656807
673	83111	656756
674	83237	656649
675	83366	656569
676	83497	656511
677	83618	656367
678	83745	656274
679	83874	656194
680	84002	656103
681	84131	656027
682	84249	655864
683	84380	655800
684	84511	655731
685	84632	655594
686	84755	655464
687	84885	655391
688	85017	655334
689	85134	655166
690	85262	655076
691	85389	654984
692	85515	654877
693	85638	654750
694	85766	654661
695	85888	654528
696	86015	654434
697	86144	654354
698	86271	654257
699	86401	654181
700	86520	654026
701	86650	653949
702	86778	653860
703	86905	653765
704	87026	653621
705	87154	653535
706	87282	653443
707	87413	653378
708	87532	653224
709	87664	653158
710	87790	653057
711	87918	652966
712	88050	652904
713	88169	652748
714	88288	652595
715	88417	652509
716	88547	652438
717	88677	652361
718	88806	652277
719	88935	652195
720	89064	652110
721	89193	652026
722	89320	651931
723	89439	651770
724	89572	651713
725	89690	651555
726	89811	651413
727	89933	651278
728	90066	651220
729	90193	651122
730	90324	651055
731	90456	650986
732	90578	650854
733	90708	650774
734	90835	650675
735	90963	650586
736	91091	650492
737	91217	650390
738	91344	650287
739	91467	650162
740	91601	650109
741	91732	650036
742	91847	649857
743	91976	649767
744	92102	649662
745	92233	649588
746	92378	649617
747	92505	649515
748	92635	649436
749	92769	649386
750	92890	649243
751	93017	649145
752	93135	648976
753	93261	648869
754	93392	648802
755	93522	648718
756	93641	648563
757	93776	648518
758	93895	648362
759	94019	648236
760	94148	648153
761	94284	648110
762	94417	648055
763	94537	647903
764	94655	647737
765	94787	647673
766	94916	647586
767	95044	647490
768	95174	647407
769	95306	647342
770	95431	647227
771	95564	647164
772	95697	647104
773	95823	646996
774	95951	646899
775	96072	646754
776	96197	646642
777	96320	646508
778	96446	646400
779	96579	646342
780	96713	646280
781	96839	646174
782	96958	646020
783	97083	645905
784	97210	645797
785	97338	645702
786	97466	645609
787	97596	645527
788	97726	645438
789	97857	645364
790	97986	645276
791	98111	645157
792	98229	644995
793	98368	644968
794	98492	644845
795	98624	644774
796	98756	644705
797	98875	644548
798	99010	644500
799	99143	644431
800	99275	644363
801	99406	644282
802	99538	644209
803	99671	644143
804	99793	644007
805	99920	643904
806	100059	643874
807	100192	643811
808	100323	643733
809	100456	643662
810	100593	643622
811	100726	643557
812	100848	643422
813	100973	643304
814	101099	643192
815	101222	643063
816	101349	642957
817	101482	642888
818	101608	642777
819	101747	642745
820	101872	642629
821	102009	642585
822	102134	642468
823	102257	642335
824	102390	642270
825	102524	642206
826	102659	642148
827	102788	642055
828	102915	641947
829	103051	641897
830	103183	641823
831	103316	641753
832	103443	641645
833	103579	641593
834	103712	641529
835	103838	641416
836	103968	641326
837	104107	641289
838	104232	641171
839	104356	641048
840	104481	640929
841	104603	640792
842	104732	640696
843	104854	640557
844	104977	640423
845	105102	640306
846	105236	640238
847	105368	640160
848	105500	640087
849	105620	639936
850	105755	639879
851	105890	639814
852	106013	639682
853	106142	639588
854	106274	639512
855	106395	639366
856	106525	639279
857	106647	639136
858	106777	639047
859	106910	638974
860	107040	638886
861	107169	638789
862	107292	638658
863	107424	638581
864	107548	638451
865	107681	638378
866	107808	638270
867	107936	638169
868	108065	638069
869	108190	637950
870	108324	637883
871	108460	637827
872	108483	637105
873	108604	636963
874	108735	636877
875	108853	636721
876	108986	636644
877	109118	636564
878	109242	636441
879	109375	636368
880	109507	636285
881	109641	636217
882	109773	636142
883	109910	636087
884	110036	635972
885	110167	635888
886	110300	635812
887	110432	635735
888	110562	635639
889	110688	635524
890	110824	635470
891	110954	635378
892	111087	635303
893	111219	635219
894	111353	635150
895	111478	635027
896	111606	634923
897	111740	634852
898	111866	634741
899	112002	634678
900	112137	634614
901	112257	634467
902	112381	634342
903	112512	634251
904	112637	634128
905	112760	633998
906	112893	633920
907	113023	633827
908	113150	633717
909	113282	633634
910	113420	633586
911	113554	633514
912	113690	633452
913	113818	633347
914	113942	633218
915	114072	633128
916	114195	632994
917	114327	632911
918	114460	632835
919	114591	632744
920	114713	632605
921	114836	632470
922	114968	632391
923	115089	632243
924	115222	632169
925	115353	632076
926	115495	632048
927	115626	631957
928	115755	631859
929	115888	631780
930	116010	631642
931	116134	631515
932	116263	631411
933	116386	631279
934	116507	631133
935	116626	630979
936	116746	630832
937	116871	630708
938	117006	630638
939	117137	630547
940	117269	630461
941	117392	630329
942	117525	630248
943	117646	630105
944	117769	629974
945	117890	629828
946	118012	629692
947	118148	629624
948	118282	629551
949	118423	629514
950	118554	629425
951	118692	629370
952	118824	629283
953	118954	629185
954	119084	629092
955	119216	629004
956	119354	628947
957	119485	628859
958	119618	628776
959	119743	628654
960	119866	628520
961	119989	628386
962	120109	628234
963	120234	628113
964	120366	628026
965	120501	627954
966	120637	627887
967	120773	627820
968	120891	627665
969	121024	627578
970	121157	627497
971	121292	627424
972	121422	627328
973	121557	627258
974	121685	627146
975	121816	627055
976	121943	626941
977	122065	626803
978	122186	626660
979	122320	626582
980	122443	626448
981	122575	626357
982	122709	626277
983	122841	626193
984	122962	626049
985	123097	625972
986	123231	625896
987	123362	625802
988	123491	625698
989	123618	625582
990	123755	625520
991	123924	625617
992	124065	625572
993	124195	625474
994	124317	625338
995	124447	625238
996	124577	625135
997	124708	625041
998	124828	624889
999	124951	624759
1000	125085	624676
1001	125222	624613
1002	125355	624526
1003	125475	624376
1004	125610	624305
1005	125743	624215
1006	125860	624054
1007	125987	623939
1008	126121	623857
1009	126248	623742
1010	126382	623663
1011	126502	623513
1012	126635	623427
1013	126770	623352
1014	126904	623271
1015	127035	623173
1016	127170	623099
1017	127303	623009
1018	127431	622898
1019	127562	622807
1020	127689	622689
1021	127809	622539
1022	127947	622475
1023	128076	622371
1024	128205	622266
1025	128329	622136
1026	128460	622040
1027	128593	621953
1028	128715	621810
1029	128848	621723
1030	128982	621642
1031	129119	621577
1032	129268	621565
1033	129399	621466
1034	129520	621322
1035	129650	621220
1036	129776	621100
1037	129905	620991
1038	130074	621078
1039	130193	620923
1040	130326	620833
1041	130459	620749
1042	130589	620642
1043	130716	620528
1044	130847	620432
1045	130980	620340
1046	131099	620186
1047	131229	620084
1048	131363	619999
1049	131496	619913
1050	131629	619821
1051	131759	619721
1052	131885	619597
1053	132007	619458
1054	132139	619364
1055	132266	619247
1056	132400	619161
1057	132528	619052
1058	132653	618925
1059	132782	618817
1060	132911	618710
1061	133044	618617
1062	133169	618491
1063	133290	618348
1064	133414	618217
1065	133544	618113
1066	133674	618011
1067	133806	617914
1068	133927	617768
1069	134047	617620
1070	134180	617528
1071	134316	617455
1072	134440	617321
1073	134573	617232
1074	134694	617090
1075	134817	616950
1076	134948	616852
1077	135065	616691
1078	135189	616559
1079	135324	616479
1080	135453	616368
1081	135579	616246
1082	135706	616127
1083	135836	616026
1084	135953	615863
1085	136076	615727
1086	136205	615619
1087	136340	615537
1088	136468	615421
1089	136588	615272
1090	136719	615175
1091	136847	615059
1092	136976	614953
1093	137110	614867
1094	137239	614759
1095	137372	614666
1096	137505	614576
1097	137639	614488
1098	137771	614393
1099	137888	614232
1100	138011	614092
1101	138145	614009
1102	138273	613892
1103	138405	613797
1104	138526	613651
1105	138657	613554
1106	138787	613449
1107	138805	612847
1108	138923	612692
1109	139055	612595
1110	139176	612450
1111	139299	612315
1112	139436	612244
1113	139569	612151
1114	139692	612014
1115	139816	611883
1116	139941	611759
1117	140061	611610
1118	140192	611511
1119	140323	611409
1120	140459	611330
1121	140591	611233
1122	140711	611084
1123	140834	610951
1124	140961	610832
1125	141091	610727
1126	141216	610600
1127	141233	610007
1128	141363	609903
1129	141498	609821
1130	141628	609714
1131	141763	609631
1132	141896	609540
1133	142027	609440
1134	142160	609350
1135	142284	609217
1136	142406	609079
1137	142532	608954
1138	142664	608860
1139	142792	608746
1140	142923	608644
1141	143053	608542
1142	143177	608412
1143	143306	608302
1144	143438	608204
1145	143563	608079
1146	143692	607968
1147	143825	607876
1148	143947	607734
1149	144069	607596
1150	144200	607498
1151	144334	607407
1152	144465	607304
1153	144592	607188
1154	144726	607097
1155	144848	606960
1156	144977	606850
1157	145105	606734
1158	145241	606657
1159	145361	606509
1160	145490	606398
1161	145622	606300
1162	145758	606218
1163	145886	606104
1164	146016	605998
1165	146143	605882
1166	146274	605778
1167	146406	605682
1168	146536	605574
1169	146669	605481
1170	146801	605384
1171	146923	605242
1172	147050	605126
1173	147186	605045
1174	147305	604894
1175	147437	604793
1176	147563	604670
1177	147695	604573
1178	147825	604465
1179	147955	604359
1180	148078	604223
1181	148210	604126
1182	148341	604026
1183	148473	603926
1184	148594	603781
1185	148724	603677
1186	148857	603581
1187	148989	603481
1188	149111	603345
1189	149237	603221
1190	149368	603115
1191	149495	602999
1192	149621	602876
1193	149757	602791
1194	149891	602702
1195	150024	602606
1196	150041	602045
1197	150171	601937
1198	150306	601853
1199	150450	601803
1200	150581	601697
1201	150711	601591
1202	150832	601450
1203	150960	601333
1204	151092	601235
1205	151221	601125
1206	151352	601020
1207	151477	600893
1208	151597	600748
1209	151730	600653
1210	151857	600531
1211	151984	600413
1212	152118	600324
1213	152256	600248
1214	152382	600125
1215	152515	600028
1216	152657	599967
1217	152782	599838
1218	152918	599758
1219	153055	599675
1220	153199	599623
1221	153328	599510
1222	153461	599415
1223	153592	599311
1224	153729	599231
1225	153855	599106
1226	153990	599019
1227	154123	598923
1228	154250	598803
1229	154383	598707
1230	154519	598622
1231	154683	598646
1232	154818	598557
1233	154950	598456
1234	155072	598317
1235	155204	598216
1236	155334	598105
1237	155457	597971
1238	155577	597826
1239	155703	597699
1240	155823	597555
1241	155956	597455
1242	156089	597359
1243	156211	597219
1244	156336	597092
1245	156461	596964
1246	156584	596829
1247	156706	596688
1248	156841	596598
1249	156972	596496
1250	157105	596399
1251	157237	596297
1252	157359	596155
1253	157482	596023
1254	157615	595923
1255	157742	595806
1256	157877	595715
1257	158009	595614
1258	158135	595490
1259	158259	595356
1260	158385	595232
1261	158506	595088
1262	158637	594984
1263	158770	594888
1264	158905	594794
1265	159030	594668
1266	159156	594545
1267	159290	594448
1268	159422	594347
1269	159557	594257
1270	159678	594115
1271	159802	593984
1272	159925	593848
1273	160061	593761
1274	160192	593654
1275	160325	593557
1276	160457	593453
1277	160583	593331
1278	160711	593213
1279	160843	593109
1280	160964	592966
1281	161096	592865
1282	161223	592745
1283	161351	592626
1284	161484	592527
1285	161603	592379
1286	161736	592279
1287	161868	592175
1288	162001	592076
1289	162128	591956
1290	162262	591861
1291	162391	591750
1292	162522	591642
1293	162659	591556
1294	162797	591477
1295	162934	591391
1296	163063	591279
1297	163194	591170
1298	163333	591092
1299	163460	590971
1300	163593	590874
1301	163722	590760
1302	163857	590667
1303	163980	590531
1304	164114	590436
1305	164249	590340
1306	164382	590241
1307	164517	590150
1308	164651	590054
1309	164787	589964
1310	164918	589856
1311	165051	589757
1312	165182	589651
1313	165305	589515
1314	165438	589415
1315	165455	588901
1316	165589	588805
1317	165720	588698
1318	165841	588553
1319	165974	588453
1320	166105	588349
1321	166234	588232
1322	166357	588098
1323	166480	587963
1324	166611	587855
1325	166740	587739
1326	166864	587610
1327	166992	587490
1328	167111	587342
1329	167242	587233
1330	167362	587089
1331	167497	586995
1332	167619	586857
1333	167751	586753
1334	167873	586612
1335	167996	586477
1336	168126	586369
1337	168257	586262
1338	168397	586184
1339	168545	586137
1340	168679	586040
1341	168806	585916
1342	168941	585822
1343	169073	585719
1344	169208	585623
1345	169336	585507
1346	169460	585373
1347	169589	585261
1348	169712	585123
1349	169843	585017
1350	169963	584870
1351	170083	584724
1352	170204	584584
1353	170337	584482
1354	170469	584377
1355	170604	584281
1356	170736	584178
1357	170869	584075
1358	170991	583937
1359	171123	583833
1360	171256	583732
1361	171388	583626
1362	171520	583522
1363	171653	583422
1364	171785	583316
1365	171908	583180
1366	172041	583080
1367	172173	582971
1368	172292	582825
1369	172414	582685
1370	172431	582191
1371	172563	582086
1372	172687	581956
1373	172821	581859
1374	172947	581732
1375	173084	581645
1376	173208	581513
1377	173338	581399
1378	173472	581301
1379	173606	581205
1380	173740	581107
1381	173868	580989
1382	174004	580896
1383	174126	580758
1384	174258	580650
1385	174383	580522
1386	174515	580419
1387	174641	580293
1388	174772	580185
1389	174896	580052
1390	175026	579940
1391	175155	579823
1392	175290	579730
1393	175421	579622
1394	175551	579507
1395	175690	579426
1396	175818	579308
1397	175942	579175
1398	176062	579029
1399	176187	578900
1400	176204	578419
1401	176341	578328
1402	176473	578223
1403	176607	578125
1404	176728	577984
1405	176870	577912
1406	176999	577795
1407	177133	577695
1408	177259	577570
1409	177395	577477
1410	177526	577370
1411	177661	577272
1412	177791	577160
1413	177926	577064
1414	178056	576954
1415	178179	576819
1416	178315	576724
1417	178440	576595
1418	178571	576488
1419	178697	576362
1420	178839	576287
1421	178974	576191
1422	179107	576087
1423	179238	575980
1424	179361	575845
1425	179491	575731
1426	179612	575591
1427	179741	575476
1428	179875	575376
1429	180001	575250
1430	180132	575141
1431	180254	575001
1432	180271	574528
1433	180404	574426
1434	180530	574301
1435	180661	574191
1436	180791	574080
1437	180926	573982
1438	181052	573856
1439	181186	573756
1440	181314	573638
1441	181437	573504
1442	181569	573398
1443	181705	573305
1444	181828	573169
1445	181952	573037
1446	182079	572916
1447	182211	572808
1448	182343	572702
1449	182477	572600
1450	182609	572496
1451	182741	572387
1452	182875	572286
1453	183011	572193
1454	183146	572096
1455	183275	571979
1456	183405	571866
1457	183539	571767
1458	183669	571653
1459	183793	571522
1460	183922	571406
1461	184064	571331
1462	184198	571227
1463	184331	571125
1464	184464	571022
1465	184597	570918
1466	184736	570831
1467	184873	570739
1468	184996	570606
1469	185134	570517
1470	185265	570406
1471	185388	570270
1472	185523	570173
1473	185650	570050
1474	185769	569901
1475	185895	569776
1476	186030	569678
1477	186166	569582
1478	186299	569480
1479	186430	569369
1480	186565	569269
1481	186700	569172
1482	186830	569058
1483	186962	568951
1484	187084	568812
1485	187211	568689
1486	187342	568578
1487	187478	568482
1488	187601	568347
1489	187733	568241
1490	187867	568139
1491	187989	568000
1492	188126	567908
1493	188260	567805
1494	188382	567667
1495	188516	567565
1496	188638	567427
1497	188770	567320
1498	188898	567198
1499	189021	567064
1500	189153	566956
1501	189289	566858
1502	189426	566765
1503	189559	566662
1504	189689	566546
1505	189820	566437
1506	189954	566335
1507	190076	566196
1508	190199	566060
1509	190336	565968
1510	190471	565868
1511	190603	565759
1512	190727	565628
1513	190856	565510
1514	190976	565366
1515	191108	565258
1516	191242	565153
1517	191362	565012
1518	191493	564900
1519	191622	564781
1520	191754	564672
1521	191879	564544
1522	192013	564442
1523	192138	564312
1524	192274	564215
1525	192412	564123
1526	192562	564068
1527	192693	563957
1528	192813	563811
1529	192945	563703
1530	193078	563597
1531	193197	563451
1532	193335	563358
1533	193470	563258
1534	193595	563129
1535	193734	563040
1536	193858	562907
1537	193983	562779
1538	194115	562671
1539	194248	562564
1540	194384	562467
1541	194522	562375
1542	194653	562261
1543	194777	562129
1544	194909	562020
1545	195036	561897
1546	195158	561760
1547	195285	561636
1548	195419	561531
1549	195554	561430
1550	195677	561294
1551	195808	561181
1552	195929	561043
1553	196051	560902
1554	196184	560798
1555	196319	560696
1556	196450	560585
1557	196576	560456
1558	196709	560349
1559	196843	560247
1560	196989	560177
1561	197120	560064
1562	197258	559970
1563	197389	559860
1564	197511	559720
1565	197649	559629
1566	197772	559492
1567	197906	559389
1568	198038	559280
1569	198161	559143
1570	198296	559041
1571	198423	558918
1572	198552	558801
1573	198688	558702
1574	198811	558564
1575	198945	558460
1576	199078	558353
1577	199209	558241
1578	199335	558114
1579	199460	557984
1580	199592	557874
1581	199717	557744
1582	199847	557629
1583	199982	557526
1584	200116	557422
1585	200248	557313
1586	200375	557186
1587	200504	557068
1588	200637	556960
1589	200764	556837
1590	200896	556726
1591	201028	556617
1592	201166	556522
1593	201288	556384
1594	201426	556289
1595	201561	556189
1596	201700	556097
1597	201837	556001
1598	201971	555894
1599	202090	555748
1600	202231	555663
1601	202365	555557
1602	202497	555445
1603	202632	555345
1604	202765	555235
1605	202902	555140
1606	203035	555030
1607	203157	554893
1608	203276	554747
1609	203403	554622
1610	203535	554510
1611	203673	554415
1612	203807	554309
1613	203937	554195
1614	204063	554066
1615	204195	553955
1616	204327	553846
1617	204459	553733
1618	204593	553629
1619	204733	553537
1620	204875	553454
1621	204997	553315
1622	205130	553208
1623	205262	553097
1624	205392	552979
1625	205542	552917
1626	205670	552794
1627	205801	552680
1628	205938	552583
1629	206062	552450
1630	206195	552340
1631	206329	552235
1632	206462	552125
1633	206597	552023
1634	206732	551919
1635	206854	551780
1636	206979	551650
1637	207117	551555
1638	207252	551450
1639	207384	551338
1640	207519	551234
1641	207651	551124
1642	207787	551023
1643	207920	550913
1644	208041	550772
1645	208165	550639
1646	208290	550508
1647	208424	550402
1648	208542	550253
1649	208676	550148
1650	208796	550004
1651	208929	549894
1652	209060	549778
1653	209191	549664
1654	209326	549561
1655	209460	549455
1656	209588	549330
1657	209712	549198
1658	209845	549089
1659	209972	548963
1660	210107	548859
1661	210238	548745
1662	210370	548631
1663	210506	548530
